ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom
 1  3  1 27  8,0.180941,104.4442227,6613.47,30141.1,44.9842,45.58648,0.7789,276,180,24,24,0,0,0,199,0.72,0.1,0.31
 1  3  1 27  9,0.163955,104.2724359,7198.3,30358.5,46.19307,46.61498,0.78452,288,192,12,0,0,0,0,199,0.69,0.02,0.07
 1  3  1 29  0,0.132506,90.52063422,6840.11,54572.1,65.25231,65.37215,0.83142,360,192,24,24,0,0,0,277,0.77,0.08,0.26
 1  3  1 29  1,0.137967,90.06579429,6548.85,54536.6,65.25231,65.37215,0.83088,360,180,24,24,12,0,0,277,0.77,0.1,0.34
 1  3  1 29  2,0.142963,91.51126378,6310.52,54488,65.03996,65.35691,0.83014,360,180,24,24,0,12,0,277,0.77,0.1,0.32
 1  3  1 29  3,0.156457,79.19413184,5764.58,54461.8,64.84058,65.29139,0.82974,360,180,24,24,0,0,12,277,0.77,0.1,0.32
 1  3  1 29  4,0.137057,91.21756394,6588.54,54531.4,65.25231,65.37215,0.8308,360,180,24,36,0,0,0,283,0.79,0.1,0.33
 1  3  1 29  5,0.137363,91.02424734,6559.57,54429,64.67939,65.07571,0.82924,360,192,24,36,0,0,0,277,0.77,0.1,0.32
 1  3  1 29  6,0.136758,91.05932225,6586.01,54472.3,65.22422,65.38438,0.8299,360,192,36,24,0,0,0,283,0.79,0.1,0.31
 1  3  1 29  7,0.137064,90.56357947,6621.45,54364.6,63.29713,63.74084,0.82826,360,204,36,24,0,0,0,277,0.77,0.1,0.31
 1  3  1 29  8,0.146166,91.02019343,6239,54262.2,62.45889,62.88909,0.8267,360,180,36,48,0,0,0,289,0.8,0.13,0.44
 1  3  1 29  9,0.136152,92.80408985,6614.36,54450,65.22904,65.38438,0.82956,372,192,24,24,0,0,0,289,0.78,0.08,0.25
1 3 2 1 0,0.263271,129.5112005,6792.16,8335.68,23.5549,24.6189,0.66668,144,84,12,0,0,0,0,109,0.76,0.05,0.15
1 3 2 1 1,0.291942,125.5460248,6222.54,8245.91,23.5549,24.6189,0.6595,144,72,12,0,12,0,0,109,0.76,0.1,0.35
1 3 2 1 2,0.318166,129.678221,5796.09,8138.13,23.5549,24.6189,0.65088,144,72,12,0,0,12,0,109,0.76,0.1,0.3
1 3 2 1 3,0.389008,97.59334689,4777.06,8091.37,23.5549,24.6189,0.64714,144,72,12,0,0,0,12,109,0.76,0.1,0.29
1 3 2 1 4,0.287162,130.3054499,6339.39,8227.9,23.5549,24.6189,0.65806,144,72,12,12,0,0,0,115,0.8,0.1,0.33
1 3 2 1 5,0.288769,132.0671874,6354.55,8196.4,23.5549,24.6189,0.65554,144,84,12,12,0,0,0,109,0.76,0.1,0.31
1 3 2 1 6,0.285594,132.7005427,6356.4,8206.4,23.53883,24.61758,0.65634,144,84,24,0,0,0,0,115,0.8,0.1,0.29
1 3 2 1 7,0.287201,135.1056629,6342.05,8184.64,23.53883,24.06753,0.6546,144,96,24,0,0,0,0,109,0.76,0.09,0.27
1 3 2 1 8,0.334983,136.1667924,5575.12,8026.1,22.87402,23.73654,0.64192,144,72,24,24,0,0,0,121,0.84,0.18,0.59
1 3 2 1 9,0.282413,133.7689126,6460.11,8159.89,23.53883,24.61758,0.65262,156,84,12,0,0,0,0,121,0.78,0.05,0.14
1 3 2 2 0,0.272648,126.9279644,6485.32,9907.68,24.98208,26.30976,0.667,180,108,12,0,0,0,0,133,0.74,0.04,0.12
1 3 2 2 1,0.296781,127.8605683,6066.25,9804.29,24.24368,25.38141,0.66004,180,96,12,0,12,0,0,133,0.74,0.08,0.28
1 3 2 2 2,0.318855,129.7536386,5742.95,9680.41,23.70047,24.84385,0.6517,180,96,12,0,0,12,0,133,0.74,0.08,0.24
1 3 2 2 3,0.378485,103.4683083,4871.12,9623.07,23.50663,24.65209,0.64784,180,96,12,0,0,0,12,133,0.74,0.08,0.23
1 3 2 2 4,0.292758,127.0512234,6165.03,9782.9,24.14663,25.28535,0.6586,180,96,12,12,0,0,0,139,0.77,0.08,0.26
1 3 2 2 5,0.29411,130.8788843,6146.37,9733.89,24.79512,26.13173,0.6553,180,108,12,12,0,0,0,133,0.74,0.08,0.25
1 3 2 2 6,0.291438,129.2873025,6261.84,9710.12,25.52933,26.18624,0.6537,180,108,24,0,0,0,0,139,0.77,0.08,0.23
1 3 2 2 7,0.29279,132.7341377,6169.05,9684.27,25.28206,26.33256,0.65196,180,120,24,0,0,0,0,133,0.74,0.07,0.22
1 3 2 2 8,0.33301,135.5715562,5374.81,9562.17,25.28206,26.33256,0.64374,180,96,24,24,0,0,0,145,0.81,0.15,0.48
1 3 2 2 9,0.28876,131.328907,6361.69,9656.64,25.52933,26.18624,0.6501,192,108,12,0,0,0,0,145,0.76,0.04,0.12
1 3 2 5 0,0.270404,124.3036559,6651.77,9851,27.04583,28.48226,0.65448,180,120,12,0,0,0,0,127,0.71,0.04,0.12
1 3 2 5 1,0.29422,123.4879065,6187.31,9759.19,27.04583,28.48226,0.64838,180,108,12,0,12,0,0,127,0.71,0.08,0.27
1 3 2 5 2,0.316004,122.9503642,5828.77,9644.19,27.04583,28.48226,0.64074,180,108,12,0,0,12,0,127,0.71,0.08,0.23
1 3 2 5 3,0.374852,96.11271631,4890.95,9600.84,27.04583,28.48226,0.63786,180,108,12,0,0,0,12,127,0.71,0.08,0.22
1 3 2 5 4,0.29025,125.6021571,6283.1,9741.73,27.04583,28.48226,0.64722,180,108,12,12,0,0,0,133,0.74,0.08,0.25
1 3 2 5 5,0.291584,125.6112353,6302.68,9697.17,27.04583,28.48226,0.64426,180,120,12,12,0,0,0,127,0.71,0.07,0.24
1 3 2 5 6,0.288947,124.9199181,6348.65,9682.42,27.04583,28.48226,0.64328,180,120,24,0,0,0,0,133,0.74,0.07,0.22
1 3 2 5 7,0.290282,125.6200046,6399.39,9624.93,27.04583,28.48226,0.63946,180,132,24,0,0,0,0,127,0.71,0.07,0.21
1 3 2 5 8,0.329974,122.5036936,5701.92,9446.11,27.05173,28.48226,0.62758,180,108,24,24,0,0,0,139,0.77,0.14,0.46
1 3 2 5 9,0.286305,127.5423697,6393.12,9644.79,27.04583,28.48226,0.64078,192,120,12,0,0,0,0,139,0.72,0.04,0.11
1 3 2 6 0,0.20146,114.4251543,7176.68,16654.5,36.128,36.94616,0.73762,204,120,12,0,0,0,0,151,0.74,0.04,0.11
1 3 2 6 1,0.217337,111.4365631,6766.49,16546.6,36.128,36.94616,0.73284,204,108,12,0,12,0,0,151,0.74,0.07,0.25
