ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom,gas_sorption,gas_desorption,gas_desor_vstpv,gas_sor_vstpv
 0  1  1 16  2,0.227415,101.2558025,7127.87,6434.56,25.36423,26.10639,0.7379,48,24,12,0,0,12,0,37,0.77,0.25,0.75,22.33255093,2.433407362,12.38227235,113.6380749
 0  1  1 16  3,0.328991,66.92057284,5026.28,6365.67,25.16985,25.90901,0.73,48,24,12,0,0,0,12,37,0.77,0.25,0.72,10.20812989,1.117181242,8.223829169,75.144402
 0  1  1 16  4,0.182961,101.3683411,8512.7,6552.1,25.42273,26.55906,0.75138,48,24,12,12,0,0,0,43,0.9,0.25,0.81,27.66659437,2.905069495,11.89272781,113.2610689
 0  1  1 16  5,0.185264,103.9020782,8366.63,6527.51,24.99235,26.18892,0.74856,48,36,12,12,0,0,0,37,0.77,0.22,0.72,28.23622422,3.171278411,13.14594574,117.048024
 0  1  1 16  6,0.180712,104.3940916,8593.84,6522.98,25.39399,26.51763,0.74804,48,36,24,0,0,0,0,43,0.9,0.22,0.67,29.04942572,3.231431488,13.06617206,117.4602637
 0  1  1 16  7,0.183015,106.2900221,8727.89,6446.24,23.76226,25.24344,0.73924,48,48,24,0,0,0,0,37,0.77,0.2,0.6,29.41505398,3.458957293,14.16440428,120.4544264
 0  1  1 16  8,0.251528,110.9287583,6837.58,6227.89,22.91797,24.39543,0.7142,48,24,24,24,0,0,0,49,1.02,0.4,1.3,22.4264583,2.716242177,15.28696439,126.2157227
 0  1  1 16  9,0.176151,105.2890188,9053.88,6451.3,25.23789,26.22068,0.73982,60,36,12,0,0,0,0,49,0.82,0.11,0.33,30.08811035,3.374564534,13.30054015,118.589559
 0  1  1 17  0,0.26344,125.3067095,6055.52,6472.94,27.09673,27.4438,0.66776,108,72,12,0,0,0,0,79,0.73,0.06,0.19,25.44872841,4.190543515,24.70122549,150.0079349
 0  1  1 17  1,0.300421,121.0907855,5247.6,6421.17,27.09673,27.4438,0.66242,108,60,12,0,12,0,0,79,0.73,0.12,0.44,22.12764822,4.113473066,27.6506518,148.7414373
 0  1  1 17  2,0.334247,123.9906743,4698.92,6350.61,27.07289,27.20513,0.65514,108,60,12,0,0,12,0,79,0.73,0.12,0.38,20.45012886,3.871253137,28.95246306,152.9431374
 0  1  1 17  3,0.425622,92.25276879,3695.93,6315.71,26.87635,27.20566,0.65154,108,60,12,0,0,0,12,79,0.73,0.12,0.36,12.15393396,2.466942577,23.49359818,115.7463669
 0  1  1 17  4,0.294256,125.641236,5355.24,6409.54,27.09673,27.4438,0.66122,108,60,12,12,0,0,0,85,0.79,0.12,0.41,23.54260207,4.459874721,29.36394584,155.0051818
 0  1  1 17  5,0.296328,125.5990668,5284.94,6371.16,26.52851,27.37913,0.65726,108,72,12,12,0,0,0,79,0.73,0.12,0.38,23.70230005,4.759363924,31.55644211,157.1555089
 0  1  1 17  6,0.292233,123.0614791,5373.69,6394.61,26.9632,27.44418,0.65968,108,72,24,0,0,0,0,85,0.79,0.12,0.35,23.38851875,4.568222886,29.87053282,152.932012
 0  1  1 17  7,0.294305,127.3494382,5524.14,6308.15,25.17232,26.52222,0.65076,108,84,24,0,0,0,0,79,0.73,0.11,0.33,23.96952785,4.630574536,30.49291531,157.8423535
 0  1  1 17  8,0.355938,124.4937499,4648.44,6162.36,24.32408,25.66523,0.63572,108,60,24,24,0,0,0,91,0.84,0.22,0.72,20.25456613,4.622846209,36.8171553,161.3109052
 0  1  1 17  9,0.28813,127.4167005,5454.94,6359.33,26.9632,27.33799,0.65604,120,72,12,0,0,0,0,91,0.76,0.06,0.18,24.55264862,4.788803245,30.87321809,158.2899185
 0  1  1 18  0,0.180689,111.1630025,8520.74,8504.84,26.119,27.83389,0.74784,84,60,12,0,0,0,0,61,0.73,0.08,0.23,31.35001369,3.854481729,15.58346872,126.7464713
 0  1  1 18  1,0.212211,107.8761733,7419.7,8395.67,26.11879,27.77653,0.73824,84,48,12,0,12,0,0,61,0.73,0.15,0.54,25.80476348,3.085658796,14.65150444,122.5276778
 0  1  1 18  2,0.241042,110.5831342,6670.74,8282.85,26.10353,27.46255,0.72832,84,48,12,0,0,12,0,61,0.73,0.15,0.46,23.61563307,3.112050816,16.78440035,127.3675346
 0  1  1 18  3,0.318927,80.73142441,5086.66,8232.13,26.119,27.35592,0.72386,84,48,12,0,0,0,12,61,0.73,0.15,0.45,12.94995541,1.636770135,11.68006898,92.41149338
 0  1  1 18  4,0.206956,111.9931248,7633.15,8377.47,26.119,27.71896,0.73664,84,48,12,12,0,0,0,67,0.8,0.15,0.5,27.66512413,3.480078416,16.11511762,128.1082424
 0  1  1 18  5,0.208722,116.0982164,7732.02,8336.07,26.78056,27.83868,0.733,84,60,12,12,0,0,0,61,0.73,0.14,0.46,28.65685813,3.797443825,17.7347885,133.8330049
 0  1  1 18  6,0.205232,114.0710288,7803.53,8328.34,26.28537,27.80217,0.73232,84,60,24,0,0,0,0,67,0.8,0.14,0.43,28.53804527,3.697343931,16.97857965,131.0496085
 0  1  1 18  7,0.206998,118.9725096,7842.02,8293.54,26.98627,27.90327,0.72926,84,72,24,0,0,0,0,61,0.73,0.13,0.4,29.61083788,3.92379886,18.17353091,137.1460405
 0  1  1 18  8,0.259531,124.1706864,6446.59,8135.23,26.98627,27.90327,0.71534,84,48,24,24,0,0,0,73,0.87,0.27,0.87,24.99808262,3.615339735,20.99446356,145.16515
 0  1  1 18  9,0.201734,119.2025536,8005.53,8274.89,26.28537,27.80217,0.72762,96,60,12,0,0,0,0,73,0.76,0.07,0.21,30.20518477,3.796909924,17.13861891,136.3411725
 0  1  1 19  0,0.461232,140.5179735,5169.48,1705.62,11.78421,14.35834,0.48072,60,96,12,0,0,0,0,19,0.32,0.07,0.21,19.23825013,5.622360588,58.02358444,198.541558
 0  1  1 19  1,0.562267,119.8636944,4230.05,1663.12,11.03315,13.96648,0.46874,60,84,12,0,12,0,0,19,0.32,0.14,0.5,14.38842052,4.86092757,61.15446524,181.0181596
 0  1  1 19  2,0.654681,122.8117807,3637.48,1613.66,10.47989,13.41282,0.4548,60,84,12,0,0,12,0,19,0.32,0.14,0.43,13.53545469,5.151597664,75.46370132,198.275482
 0  1  1 19  3,0.904325,83.63446145,2640.79,1590.38,10.28243,13.21716,0.44824,60,84,12,0,0,0,12,19,0.32,0.14,0.41,6.63750402,2.504229034,50.67164592,134.3061074
 0  1  1 19  4,0.545424,132.5580098,4361.89,1656.87,10.93431,13.86759,0.46698,60,84,12,12,0,0,0,25,0.42,0.14,0.46,16.31460533,5.452717759,66.54473354,199.1027434
 0  1  1 19  5,0.551085,131.1704965,4410.4,1586.55,11.73188,14.44568,0.44716,60,96,12,12,0,0,0,19,0.32,0.13,0.43,15.34233216,4.704548734,58.01001659,189.180513
 0  1  1 19  6,0.539898,146.7489257,4723.4,1561.57,11.87053,14.15486,0.44012,60,96,24,0,0,0,0,25,0.42,0.13,0.4,16.91820515,4.770428896,57.62826884,204.3771946
 0  1  1 19  7,0.545559,139.6095594,4523.73,1578.53,11.8538,14.12548,0.4449,60,108,24,0,0,0,0,19,0.32,0.12,0.38,16.74222727,5.305362029,64.76243617,204.3719955
 0  1  1 19  8,0.713942,127.5804414,3558.79,1466.77,11.4942,13.67646,0.4134,60,84,24,24,0,0,0,31,0.52,0.25,0.81,12.05836662,4.071898898,65.04686133,192.6273027
 0  1  1 19  9,0.528688,137.2769004,4818.05,1528.65,11.87053,13.99852,0.43084,72,96,12,0,0,0,0,31,0.43,0.07,0.2,17.12046454,5.515826907,65.24939811,202.5262985
 0  1  1 20  0,0.14782,95.84028426,9507.09,9387.18,30.81315,31.56037,0.77284,72,48,12,0,0,0,0,55,0.76,0.09,0.27,32.60447583,3.627806327,11.99896315,107.8392474
 0  1  1 20  1,0.177333,93.40937034,8267.02,9270.57,30.81315,31.56037,0.76324,72,36,12,0,12,0,0,55,0.76,0.18,0.64,26.31170875,2.770191184,10.9917219,104.4010922
 0  1  1 20  2,0.204328,95.0166432,7430.24,9118.99,30.78003,31.20074,0.75076,72,36,12,0,0,12,0,55,0.76,0.18,0.55,23.55730135,2.774438504,12.68438499,107.7010282
 0  1  1 20  3,0.277252,68.54932532,5515.52,9061.9,30.58363,31.00729,0.74606,72,36,12,0,0,0,12,55,0.76,0.18,0.53,12.52361747,1.473622785,9.141710069,77.69103538
 0  1  1 20  4,0.172413,94.93623854,8551.55,9247.49,30.81315,31.56037,0.76134,72,36,12,12,0,0,0,61,0.85,0.18,0.59,27.90355921,3.294467537,12.7093011,107.6455396
 0  1  1 20  5,0.174067,103.2018517,8532.57,9197.21,30.40745,31.38805,0.7572,72,48,12,12,0,0,0,55,0.76,0.17,0.54,29.74847991,3.2509972,12.66191716,115.8637689
 0  1  1 20  6,0.170799,101.0275899,8609.98,9195.02,30.71598,31.53136,0.75702,72,48,24,0,0,0,0,61,0.85,0.17,0.5,29.6773268,3.241783448,12.38898571,113.4165756
 0  1  1 20  7,0.172453,102.3906164,8809.37,9117.77,29.74091,30.9115,0.75066,72,60,24,0,0,0,0,55,0.76,0.15,0.46,29.9690996,3.433862298,13.25012749,115.6407439
 0  1  1 20  8,0.221639,105.6300797,7033.82,8905.21,28.90841,30.06927,0.73316,72,36,24,24,0,0,0,67,0.93,0.31,1,24.32916097,3.029386875,15.02336952,120.6534492
 0  1  1 20  9,0.167525,102.1658971,8852.28,9131.13,30.71073,31.306,0.75176,84,48,12,0,0,0,0,67,0.8,0.08,0.25,30.74463028,3.488769736,13.07730825,115.2432054
 0  1  1 21  0,0.206657,112.3875394,6899.18,9818.85,32.82255,33.28719,0.72132,120,84,12,0,0,0,0,85,0.71,0.06,0.17,28.03622833,3.730893152,17.25159921,129.6391386
 0  1  1 21  1,0.232991,110.6364591,6032,9744.53,32.82255,33.28719,0.71586,120,72,12,0,12,0,0,85,0.71,0.11,0.39,24.61121142,3.388899451,17.66705889,128.3035179
 0  1  1 21  2,0.257079,112.6854508,5451.39,9647.88,32.82255,33.11987,0.70876,120,72,12,0,0,12,0,85,0.71,0.11,0.33,23.17179042,3.58177325,20.60303111,133.2884819
 0  1  1 21  3,0.322149,83.46772371,4350.44,9601.33,32.76095,32.92246,0.70534,120,72,12,0,0,0,12,85,0.71,0.11,0.32,13.75832827,2.178680359,15.70423312,99.17195685
 0  1  1 21  4,0.228601,114.0734574,6137,9730.1,32.82255,33.28719,0.7148,120,72,12,12,0,0,0,91,0.76,0.11,0.36,26.01165952,3.709852639,18.97584887,133.0493062
 0  1  1 21  5,0.230077,115.3770665,6245.13,9691.17,32.21447,33.05706,0.71194,120,84,12,12,0,0,0,85,0.71,0.11,0.34,26.55984004,4.147878996,21.35333494,136.7304014
 0  1  1 21  6,0.227161,117.1334145,6199.69,9694.71,32.69746,33.31816,0.7122,120,84,24,0,0,0,0,91,0.76,0.11,0.32,26.87714619,3.831939711,19.47685662,136.6102711
 0  1  1 21  7,0.228636,115.9150816,6550.9,9590.98,30.6922,31.64751,0.70458,120,96,24,0,0,0,0,85,0.71,0.1,0.3,26.75744938,4.099066878,20.96988484,136.8849664
 0  1  1 21  8,0.272526,113.0961076,5485.42,9418.38,29.8643,30.79407,0.6919,120,72,24,24,0,0,0,97,0.81,0.2,0.65,22.43843032,3.89144669,23.72932885,136.8254365
 0  1  1 21  9,0.224239,114.2195614,6271.83,9651.15,32.69746,33.22313,0.709,132,84,12,0,0,0,0,97,0.73,0.05,0.16,27.01302198,4.248270564,21.3152163,135.5347777
 0  1  1 22  0,0.171614,107.4741576,8381.39,10204.7,32.45986,33.44131,0.7502,96,84,12,0,0,0,0,61,0.64,0.06,0.19,32.09796313,4.109122589,15.77859176,123.2527494
 0  1  1 22  1,0.197967,107.9002678,7321.15,10152.5,32.45987,33.44131,0.74636,96,72,12,0,12,0,0,61,0.64,0.12,0.44,27.47254645,3.113331213,13.79064425,121.690912
 0  1  1 22  2,0.222072,108.4861024,6603.12,10063.3,32.04285,33.08256,0.7398,96,72,12,0,0,12,0,61,0.64,0.12,0.38,25.12699721,3.293974081,16.36742687,124.8535293
 0  1  1 22  3,0.287188,79.62640036,5133.52,10017.6,31.84854,32.88884,0.73644,96,72,12,0,0,0,12,61,0.64,0.12,0.36,14.33887791,1.947364076,12.51353092,92.13993126
 0  1  1 22  4,0.193574,108.6314719,7497.28,10138.9,32.45986,33.44131,0.74536,96,72,12,12,0,0,0,67,0.7,0.12,0.41,28.84281724,3.761969499,16.29403791,124.9255098
 0  1  1 22  5,0.195051,111.6165655,7454.69,10116.6,32.45986,33.44131,0.74372,96,84,12,12,0,0,0,61,0.64,0.12,0.38,29.42512232,3.850216342,16.80349968,128.4200652
 0  1  1 22  6,0.192133,114.1008695,7566.71,10108.7,32.32333,33.12628,0.74314,96,84,24,0,0,0,0,67,0.7,0.12,0.35,30.35667276,3.815472297,16.40275116,130.5036207
 0  1  1 22  7,0.193609,112.765511,7539.05,10045.3,31.31649,32.42515,0.73848,96,96,24,0,0,0,0,61,0.64,0.11,0.33,29.90762182,3.877013191,16.79535734,129.5608683
 0  1  1 22  8,0.23753,114.7285399,6380.1,9882.07,30.48259,31.60517,0.72648,96,72,24,24,0,0,0,73,0.76,0.22,0.72,24.99774791,3.411032301,18.12886974,132.8574097
 0  1  1 22  9,0.189209,113.8031411,7730.69,10067.9,32.14001,33.1301,0.74014,108,84,12,0,0,0,0,73,0.68,0.06,0.18,30.97629415,4.09525639,17.33761341,131.1407545
 0  1  1 23  0,0.155568,98.41002995,8847.93,11432.7,34.30015,35.41939,0.7685,96,72,12,0,0,0,0,67,0.7,0.07,0.2,32.0504155,3.778667069,13.15301529,111.5630452
 0  1  1 23  1,0.179664,92.96262076,7898.25,11308.9,34.03485,34.95362,0.76018,96,60,12,0,12,0,0,67,0.7,0.13,0.47,26.34897115,3.224017744,12.96059428,105.923215
 0  1  1 23  2,0.201705,95.7905051,7259.87,11164.3,33.48233,34.49018,0.75046,96,60,12,0,0,12,0,67,0.7,0.13,0.4,24.40101849,3.176425469,14.33579432,110.1262994
 0  1  1 23  3,0.261245,70.5042235,5665.51,11095,33.28503,34.29766,0.7458,96,60,12,0,0,0,12,67,0.7,0.13,0.39,13.83556956,1.774086292,10.3702483,80.87447179
 0  1  1 23  4,0.175647,98.83793945,8123.51,11287.5,33.93617,34.77719,0.75874,96,60,12,12,0,0,0,73,0.76,0.13,0.43,28.65509964,3.506343002,13.7803917,112.6183311
 0  1  1 23  5,0.176998,99.38540973,8124.94,11253.9,34.14757,35.26234,0.75648,96,72,12,12,0,0,0,67,0.7,0.12,0.41,28.77250005,3.677462745,14.56408043,113.9494902
 0  1  1 23  6,0.174329,100.0236486,8285.68,11208.9,34.3814,34.99632,0.75346,96,72,24,0,0,0,0,73,0.76,0.12,0.38,29.29948224,3.656612521,14.26313553,114.2867842
 0  1  1 23  7,0.17568,101.1711773,8263.91,11198.5,33.44418,34.47212,0.75276,96,84,24,0,0,0,0,67,0.7,0.12,0.35,29.6485389,3.910938528,15.37339339,116.5445707
 0  1  1 23  8,0.215839,102.3593513,6912.28,10985.5,32.61521,33.50346,0.73844,96,60,24,24,0,0,0,79,0.82,0.24,0.76,24.48323119,3.288340703,15.88082852,118.2401798
 0  1  1 23  9,0.171656,101.0324082,8511.87,11141.1,34.08544,34.70454,0.7489,108,72,12,0,0,0,0,79,0.73,0.06,0.19,30.14567465,3.840857395,14.75209155,115.7844998
 0  1  1 24  0,0.158552,100.4397189,8144.17,13829.9,38.18352,38.85503,0.77396,120,96,12,0,0,0,0,79,0.66,0.05,0.16,32.38666386,4.074873363,14.45613745,114.8958563
 0  1  1 24  1,0.178613,101.9773422,7310.37,13746.7,38.18352,38.85503,0.7693,120,84,12,0,12,0,0,79,0.66,0.11,0.37,28.89596115,3.379279463,13.50528028,115.4826225
 0  1  1 24  2,0.196962,102.4401506,6759.94,13639.1,38.11085,38.53819,0.76328,120,84,12,0,0,12,0,79,0.66,0.11,0.32,26.72332356,3.478763285,15.33111535,117.771266
 0  1  1 24  3,0.246531,76.74416811,5408.44,13590.5,37.91471,38.34294,0.76056,120,84,12,0,0,0,12,79,0.66,0.11,0.31,16.02338983,2.11081806,11.64363992,88.38780805
 0  1  1 24  4,0.175269,103.6636442,7467.78,13728.1,38.18352,38.85503,0.76826,120,84,12,12,0,0,0,85,0.71,0.11,0.34,30.2812929,3.847776796,15.08972788,118.7533721
 0  1  1 24  5,0.176393,106.1921029,7402.76,13693.1,38.0506,38.83291,0.7663,120,96,12,12,0,0,0,79,0.66,0.1,0.33,30.7503041,3.844594732,15.17393925,121.3660421
 0  1  1 24  6,0.174171,104.2443999,7524,13674.1,37.52919,38.3811,0.76524,120,96,24,0,0,0,0,85,0.71,0.1,0.3,30.65202978,3.902850562,15.20982425,119.4542242
 0  1  1 24  7,0.175295,104.2079994,7545.66,13636.6,38.02343,38.60079,0.76314,120,108,24,0,0,0,0,79,0.66,0.1,0.29,30.40551845,3.837136775,15.05023345,119.2582328
 0  1  1 24  8,0.208729,109.3413888,6317.23,13476.5,37.54372,38.03905,0.75418,120,84,24,24,0,0,0,91,0.76,0.19,0.62,26.88607853,3.474248329,16.22594792,125.5673368
 0  1  1 24  9,0.171945,106.6345171,7675.35,13629.4,37.24054,38.14106,0.76274,132,96,12,0,0,0,0,91,0.69,0.05,0.15,31.65306876,3.936349229,15.14431384,121.7788309
 0  1  1 25  0,0.162305,95.20664663,7866.62,13811.5,38.09757,38.93302,0.78038,96,72,36,0,0,0,0,79,0.82,0.18,0.53,29.74870371,3.53255198,12.82882521,108.0354718
 0  1  1 25  1,0.18256,95.42322412,7124.23,13722.3,38.09757,38.93302,0.77534,96,60,36,0,12,0,0,79,0.82,0.24,0.76,26.26366023,2.903165757,11.85888582,107.2821099
 0  1  1 25  2,0.201086,96.9049771,6602.53,13610.4,38.09757,38.66886,0.76902,96,60,36,0,0,12,0,79,0.82,0.24,0.71,24.56051966,3.022894207,13.60101161,110.5059887
 0  1  1 25  3,0.251133,73.26675121,5343.36,13559.1,38.0815,38.47035,0.76612,96,60,36,0,0,0,12,79,0.82,0.24,0.69,14.89231858,1.853545659,10.41534119,83.68209238
 0  1  1 25  4,0.179183,96.70392667,7283.42,13703.9,38.09757,38.93302,0.7743,96,60,36,12,0,0,0,85,0.89,0.24,0.74,27.38648493,3.266286426,13.09536167,109.7992883
 0  1  1 25  5,0.180318,97.18318852,7270.77,13650.8,38.0996,38.95391,0.7713,96,72,36,12,0,0,0,79,0.82,0.22,0.69,27.69465574,3.607493696,14.55496249,111.738151
 0  1  1 25  6,0.178075,97.85427173,7373.39,13649.4,37.7012,38.56318,0.77122,96,72,48,0,0,0,0,85,0.89,0.22,0.67,28.15713333,3.598148643,14.33667636,112.1909481
 0  1  1 25  7,0.17921,98.90194242,7382.39,13580.7,38.10054,38.72687,0.76734,96,84,48,0,0,0,0,79,0.82,0.21,0.63,28.32764584,3.662927891,14.68780969,113.5897521
 0  1  1 25  8,0.212966,102.6261936,6340.11,13402.3,37.67365,38.20409,0.75726,96,60,48,24,0,0,0,91,0.95,0.32,1,24.73928664,3.202469563,15.26025225,117.8864458
 0  1  1 25  9,0.175828,98.69368436,7538.84,13596.6,37.44963,38.30319,0.76824,108,72,36,0,0,0,0,91,0.84,0.17,0.5,28.71953321,3.633332189,14.29419066,112.987875
 0  1  1 26  0,0.239066,115.3742469,7849.56,4527,21.42709,22.73175,0.67814,48,48,24,0,0,0,0,37,0.77,0.2,0.6,24.90308781,3.33435471,17.83594158,133.2101885
 0  1  1 26  1,0.292765,108.691598,6561.82,4432.74,21.42709,22.73175,0.66402,48,36,24,0,12,0,0,37,0.77,0.3,1,19.12805404,2.535608896,16.60993184,125.3015299
 0  1  1 26  2,0.341883,117.0293648,5782.55,4323.39,21.42709,22.53448,0.64764,48,36,24,0,0,12,0,37,0.77,0.3,0.9,17.88886879,2.590296122,19.81496682,136.8443316
 0  1  1 26  3,0.474568,81.06940419,4209.2,4276.53,21.4254,22.34249,0.64062,48,36,24,0,0,0,12,37,0.77,0.3,0.88,8.957661075,1.322958852,14.04789378,95.11729797
 0  1  1 26  4,0.283814,118.3970269,6799.2,4412.44,21.42709,22.73175,0.66098,48,36,24,12,0,0,0,43,0.9,0.3,0.95,21.567715,2.923652318,18.56632581,136.9633527
 0  1  1 26  5,0.286822,120.6230685,6794.62,4384.67,21.42648,22.74191,0.65682,48,48,24,12,0,0,0,37,0.77,0.27,0.86,22.21827963,3.42288344,21.96701254,142.5900811
 0  1  1 26  6,0.280876,122.8809979,7015.32,4367.98,21.42691,22.76179,0.65432,48,48,36,0,0,0,0,43,0.9,0.27,0.82,22.73663387,3.184071941,20.01077603,142.8917739
 0  1  1 26  7,0.283885,121.5494703,6999.47,4321.39,21.06604,22.43257,0.64734,48,60,36,0,0,0,0,37,0.77,0.25,0.75,22.66674798,3.531054882,22.42917716,143.9786475
 0  1  1 26  8,0.37338,128.5509728,5441.19,4146.75,20.47201,21.96003,0.62118,48,36,36,24,0,0,0,49,1.02,0.42,1.33,18.3682665,2.981127099,24.90565521,153.456628
 0  1  1 26  9,0.274918,121.0916219,7228.76,4324.06,21.42691,22.59754,0.64774,60,48,24,0,0,0,0,49,0.82,0.18,0.55,23.1974964,3.51208512,21.60402328,142.6956453
 0  1  1 27  0,0.253243,126.8037851,7241.85,5536.55,23.66931,24.61018,0.66288,84,96,12,0,0,0,0,43,0.51,0.06,0.19,26.72441905,4.346054722,24.62629444,151.4300796
 0  1  1 27  1,0.296163,119.3542066,6087.83,5439.84,23.66931,24.61018,0.6513,84,84,12,0,12,0,0,43,0.51,0.12,0.44,21.59876569,3.587654738,23.77430719,143.1285138
 0  1  1 27  2,0.33542,121.0778445,5306.16,5345.62,23.66931,24.61018,0.64002,84,84,12,0,0,12,0,43,0.51,0.12,0.38,19.81021669,3.677433462,27.59943592,148.6772804
 0  1  1 27  3,0.441469,82.77380453,4011.58,5304.86,23.66931,24.61018,0.63514,84,84,12,0,0,0,12,43,0.51,0.12,0.36,10.66462568,2.28496802,22.57079035,105.3445949
 0  1  1 27  4,0.289008,119.6185207,6230.76,5425.3,23.66931,24.61018,0.64956,84,84,12,12,0,0,0,49,0.58,0.12,0.41,22.57747687,4.079589336,26.38109029,145.9996109
 0  1  1 27  5,0.291413,122.3333627,6184.21,5401.42,23.31018,24.69229,0.6467,84,96,12,12,0,0,0,43,0.51,0.12,0.38,23.51415356,4.752566877,30.98871633,153.3220791
 0  1  1 27  6,0.28666,123.6095039,6272.99,5394.73,23.52605,24.62639,0.6459,84,96,24,0,0,0,0,49,0.58,0.12,0.35,23.71842973,4.446804607,28.5221048,152.1316087
 0  1  1 27  7,0.289065,123.9154478,6320.85,5333.59,23.11852,24.47522,0.63858,84,108,24,0,0,0,0,43,0.51,0.11,0.33,23.73329919,4.574710559,29.58867788,153.5041257
 0  1  1 27  8,0.360595,121.0159314,5126.72,5165.88,22.76129,23.95526,0.6185,84,84,24,24,0,0,0,55,0.65,0.22,0.72,19.38455328,4.385756558,35.38593291,156.4018643
 0  1  1 27  9,0.281898,122.988964,6352.25,5351.3,23.52703,24.62639,0.6407,96,96,12,0,0,0,0,55,0.57,0.06,0.18,24.465927,4.96713436,31.3302839,154.3192479
 0  1  1 29  0,0.165699,95.86792838,6115.22,22593.7,49.14359,49.41348,0.79532,168,96,24,24,0,0,0,133,0.79,0.15,0.5,29.64972131,3.792191885,14.05971832,109.9276467
 0  1  1 29  1,0.178318,95.61843271,5641.35,22559,49.14359,49.41348,0.7941,168,84,24,24,12,0,0,133,0.79,0.19,0.65,27.4747126,3.509570499,14.00282248,109.6212552
 0  1  1 29  2,0.18986,100.0774189,5280.07,22512.4,49.14359,49.36358,0.79246,168,84,24,24,0,12,0,133,0.79,0.19,0.62,26.90438889,3.346509644,14.21647695,114.2938958
 0  1  1 29  3,0.221039,79.89599671,4533.89,22489.1,49.00633,49.29074,0.79164,168,84,24,24,0,0,12,133,0.79,0.19,0.61,18.48193739,2.327580098,11.51171344,91.40771016
 0  1  1 29  4,0.176214,99.60000049,5706.23,22550.5,49.14359,49.41348,0.7938,168,84,24,36,0,0,0,139,0.83,0.19,0.63,28.92436517,3.663250921,14.44353523,114.0435357
 0  1  1 29  5,0.176922,99.55151057,5685.74,22540.8,48.58446,49.30247,0.79346,168,96,24,36,0,0,0,133,0.79,0.19,0.61,28.92788442,3.780108246,14.96416556,114.5156761
 0  1  1 29  6,0.175524,99.98037529,5706.15,22549.9,49.13294,49.41124,0.79378,168,96,36,24,0,0,0,139,0.83,0.19,0.59,29.11795292,3.660682998,14.37689356,114.3572689
 0  1  1 29  7,0.176231,98.10612992,5829.96,22480.6,47.92285,48.70902,0.79134,168,108,36,24,0,0,0,133,0.79,0.18,0.57,28.53461671,3.654786586,14.41155209,112.517682
 0  1  1 29  8,0.197262,99.46650812,5252.27,22366.4,47.09462,47.85863,0.78732,168,84,36,48,0,0,0,145,0.86,0.25,0.82,26.12894539,3.593455061,15.86069004,115.3271981
 0  1  1 29  9,0.174124,99.43469654,5749.34,22526.6,49.13293,49.40198,0.79296,180,96,24,24,0,0,0,145,0.81,0.15,0.48,29.27033909,3.748445735,14.60415021,114.0388468
0 1 2 1 0,0.313441,158.8098426,7122.04,1409.64,9.77464,13.40568,0.58276,36,24,0,0,0,0,0,25,0.69,0,0,27.02221314,4.378106932,30.7049643,189.5148069
0 1 2 1 1,0.46164,139.8536169,5248.17,1310.75,9.76534,13.29732,0.54188,36,12,0,0,12,0,0,25,0.69,0.2,0.8,15.97343147,2.433893566,25.14035714,164.993974
0 1 2 1 2,0.597194,142.7727713,4311.23,1204.47,9.77464,12.74056,0.49794,36,12,0,0,0,12,0,25,0.69,0.2,0.6,12.93546959,2.25074024,30.07511102,172.8478822
0 1 2 1 3,0.963374,89.88139479,2727.24,1156.57,9.77464,12.54701,0.47814,36,12,0,0,0,0,12,25,0.69,0.2,0.56,5.103027919,0.933292927,20.11774614,109.9991409
0 1 2 1 4,0.436935,153.6915608,5613.58,1293.58,9.77413,12.82049,0.53478,36,12,0,12,0,0,0,31,0.86,0.2,0.7,19.00443095,3.283916334,32.10519753,185.7967584
0 1 2 1 5,0.445239,166.0031851,5685.17,1260,9.77348,13.00099,0.5209,36,24,0,12,0,0,0,25,0.69,0.17,0.58,20.47306687,3.809928745,37.95565408,203.9588391
0 1 2 1 6,0.428829,160.4227716,6008.88,1242.05,9.7721,12.98645,0.51348,36,24,12,0,0,0,0,31,0.86,0.17,0.5,20.58202308,3.86282511,37.06428451,197.4870561
0 1 2 1 7,0.437133,162.3516939,5658.91,1234.17,9.77179,12.84227,0.51022,36,36,12,0,0,0,0,25,0.69,0.14,0.43,20.85772668,4.258922446,41.6562099,204.0079038
0 1 2 1 8,0.684119,151.0669166,3790.44,1101.81,9.65185,12.29095,0.4555,36,12,12,24,0,0,0,37,1.03,0.43,1.43,13.44010317,3.571145523,54.6645312,205.7314479
0 1 2 1 9,0.412386,165.6531309,6337.68,1194.98,9.77457,12.8472,0.49402,48,24,0,0,0,0,0,37,0.77,0,0,22.09656747,4.143886735,38.2365075,203.8896384
0 1 2 2 0,0.391555,142.9776651,5988.02,2085.82,11.87895,14.64655,0.5386,72,48,0,0,0,0,0,49,0.68,0,0,21.14325999,4.823679207,42.26079083,185.2384559
0 1 2 2 1,0.484121,124.4166878,4948.79,2004.88,11.14746,14.10989,0.5177,72,36,0,0,12,0,0,49,0.68,0.1,0.4,15.3950431,3.909321491,42.34691103,166.7635988
